 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  30.10.    Time:   4:42:41
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
  15  -140.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  16  -150.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  17  -160.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  18  -170.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  19  -180.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  20  -190.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  21  -200.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04  0.1647E-02  0.0000E+00      -1   0.387E-03   20.00
  22  -210.0000   -4259.911 0.4024   0.8903E-04  0.1672E-04  0.3557E-02  0.0000E+00      -1   0.835E-03   20.00
  23  -220.0000   -3869.188 0.4086   0.1081E-03  0.1847E-04  0.4025E-02  0.0000E+00      -1   0.945E-03   20.00
  24  -230.0000   -3520.498 0.4160   0.1457E-03  0.2099E-04  0.4611E-02  0.0000E+00      -1   0.108E-02   20.00
  25  -240.0000   -3208.468 0.4226   0.1803E-03  0.2329E-04  0.5224E-02  0.0000E+00      -1   0.123E-02   20.00
  26  -250.0000   -2928.510 0.4294   0.2289E-03  0.2592E-04  0.5911E-02  0.0000E+00      -1   0.139E-02   20.00
  27  -260.0000   -2676.690 0.4364   0.2920E-03  0.2893E-04  0.6627E-02  0.0000E+00      -1   0.156E-02   20.00
  28  -270.0000   -2449.632 0.4427   0.3489E-03  0.3164E-04  0.7400E-02  0.0000E+00      -1   0.174E-02   20.00
  29  -280.0000   -2244.418 0.4500   0.4548E-03  0.3536E-04  0.8380E-02  0.0000E+00      -1   0.197E-02   20.00
  30  -290.0000   -2058.528 0.4567   0.5590E-03  0.3892E-04  0.9347E-02  0.0000E+00      -1   0.219E-02   20.00
  31  -300.0000   -1889.772 0.4632   0.6727E-03  0.4247E-04  0.1040E-01  0.0000E+00      -1   0.244E-02   20.00
  32  -310.0000   -1736.243 0.4704   0.8628E-03  0.4712E-04  0.1168E-01  0.0000E+00      -1   0.274E-02   20.00
  33  -320.0000   -1596.281 0.4770   0.1036E-02  0.5135E-04  0.1296E-01  0.0000E+00      -1   0.304E-02   20.00
  34  -330.0000   -1468.430 0.4838   0.1269E-02  0.5607E-04  0.1443E-01  0.0000E+00      -1   0.339E-02   20.00
  35  -340.0000   -1351.411 0.4908   0.1584E-02  0.6155E-04  0.1605E-01  0.0000E+00      -1   0.377E-02   20.00
  36  -350.0000   -1244.103 0.4973   0.1873E-02  0.6657E-04  0.1769E-01  0.0000E+00      -1   0.415E-02   20.00
  37  -360.0000   -1145.513 0.5043   0.2318E-02  0.7259E-04  0.1969E-01  0.0000E+00      -1   0.462E-02   20.00
  38  -370.0000   -1054.767 0.5112   0.2838E-02  0.7899E-04  0.2175E-01  0.0000E+00      -1   0.510E-02   20.00
  39  -380.0000    -971.088 0.5176   0.3318E-02  0.8489E-04  0.2388E-01  0.0000E+00      -1   0.561E-02   20.00
  40  -390.0000    -893.789 0.5247   0.4136E-02  0.9232E-04  0.2658E-01  0.0000E+00      -1   0.624E-02   20.00
  41  -400.0000    -822.253 0.5316   0.4988E-02  0.9969E-04  0.7028E-02  0.0000E+00      -1   0.165E-02   20.00
  42  -410.0000    -840.997 0.5298   0.4765E-02  0.9776E-04 -0.1378E-01  0.0000E+00      -1  -0.324E-02   20.00
  43  -420.0000    -860.141 0.5279   0.4537E-02  0.9579E-04 -0.1330E-01  0.0000E+00      -1  -0.312E-02   20.00
  44  -430.0000    -879.674 0.5261   0.4304E-02  0.9377E-04 -0.1279E-01  0.0000E+00      -1  -0.300E-02   20.00
  45  -440.0000    -899.616 0.5242   0.4067E-02  0.9172E-04 -0.1226E-01  0.0000E+00      -1  -0.288E-02   20.00
  46  -450.0000    -919.993 0.5222   0.3824E-02  0.8962E-04 -0.1169E-01  0.0000E+00      -1  -0.274E-02   20.00
  47  -460.0000    -940.791 0.5202   0.3576E-02  0.8748E-04 -0.1112E-01  0.0000E+00      -1  -0.261E-02   20.00
  48  -470.0000    -962.034 0.5183   0.3369E-02  0.8553E-04 -0.1067E-01  0.0000E+00      -1  -0.250E-02   20.00
  49  -480.0000    -983.735 0.5167   0.3245E-02  0.8400E-04 -0.1036E-01  0.0000E+00      -1  -0.243E-02   20.00
  50  -490.0000   -1005.919 0.5150   0.3118E-02  0.8244E-04 -0.1010E-01  0.0000E+00      -1  -0.237E-02   20.00
  51  -500.0000   -1028.574 0.5132   0.2988E-02  0.8084E-04 -0.9828E-02  0.0000E+00      -1  -0.231E-02   20.00
  52  -510.0000   -1051.725 0.5115   0.2855E-02  0.7920E-04 -0.9535E-02  0.0000E+00      -1  -0.224E-02   20.00
  53  -520.0000   -1075.389 0.5096   0.2720E-02  0.7753E-04 -0.9224E-02  0.0000E+00      -1  -0.217E-02   20.00
  54  -530.0000   -1099.591 0.5078   0.2581E-02  0.7583E-04 -0.8891E-02  0.0000E+00      -1  -0.209E-02   20.00
  55  -540.0000   -1124.319 0.5059   0.2439E-02  0.7408E-04 -0.8534E-02  0.0000E+00      -1  -0.200E-02   20.00
  56  -550.0000   -1149.605 0.5039   0.2294E-02  0.7230E-04 -0.8158E-02  0.0000E+00      -1  -0.191E-02   20.00
  57  -560.0000   -1175.475 0.5020   0.2146E-02  0.7047E-04 -0.7754E-02  0.0000E+00      -1  -0.182E-02   20.00
  58  -570.0000   -1201.921 0.4999   0.1994E-02  0.6861E-04 -0.7393E-02  0.0000E+00      -1  -0.174E-02   20.00
  59  -580.0000   -1228.971 0.4983   0.1914E-02  0.6728E-04 -0.7155E-02  0.0000E+00      -1  -0.168E-02   20.00
  60  -590.0000   -1256.645 0.4966   0.1839E-02  0.6598E-04 -0.6987E-02  0.0000E+00      -1  -0.164E-02   20.00
  61  -600.0000   -1284.974 0.4949   0.1763E-02  0.6466E-04 -0.6812E-02  0.0000E+00      -1  -0.160E-02   20.00
  62  -610.0000   -1313.948 0.4931   0.1685E-02  0.6330E-04 -0.6621E-02  0.0000E+00      -1  -0.155E-02   20.00
  63  -620.0000   -1343.601 0.4913   0.1605E-02  0.6191E-04 -0.6419E-02  0.0000E+00      -1  -0.151E-02   20.00
  64  -630.0000   -1373.971 0.4895   0.1524E-02  0.6049E-04 -0.6201E-02  0.0000E+00      -1  -0.146E-02   20.00
  65  -640.0000   -1405.043 0.4876   0.1440E-02  0.5904E-04 -0.5964E-02  0.0000E+00      -1  -0.140E-02   20.00
  66  -650.0000   -1436.858 0.4857   0.1354E-02  0.5755E-04 -0.5711E-02  0.0000E+00      -1  -0.134E-02   20.00
  67  -660.0000   -1469.436 0.4837   0.1267E-02  0.5602E-04 -0.5440E-02  0.0000E+00      -1  -0.128E-02   20.00
  68  -670.0000   -1502.819 0.4817   0.1177E-02  0.5446E-04 -0.5175E-02  0.0000E+00      -1  -0.121E-02   20.00
  69  -680.0000   -1536.995 0.4798   0.1110E-02  0.5314E-04 -0.4973E-02  0.0000E+00      -1  -0.117E-02   20.00
  70  -690.0000   -1572.006 0.4782   0.1066E-02  0.5208E-04 -0.4844E-02  0.0000E+00      -1  -0.114E-02   20.00
  71  -700.0000   -1607.897 0.4765   0.1022E-02  0.5100E-04 -0.4731E-02  0.0000E+00      -1  -0.111E-02   20.00
  72  -710.0000   -1644.657 0.4748   0.9762E-03  0.4989E-04 -0.4607E-02  0.0000E+00      -1  -0.108E-02   20.00
  73  -720.0000   -1682.332 0.4730   0.9296E-03  0.4875E-04 -0.4473E-02  0.0000E+00      -1  -0.105E-02   20.00
  74  -730.0000   -1720.948 0.4712   0.8818E-03  0.4758E-04 -0.4328E-02  0.0000E+00      -1  -0.102E-02   20.00
  75  -740.0000   -1760.560 0.4693   0.8327E-03  0.4638E-04 -0.4169E-02  0.0000E+00      -1  -0.979E-03   20.00
  76  -750.0000   -1801.153 0.4674   0.7824E-03  0.4515E-04 -0.1785E-02  0.0000E+00      -1  -0.419E-03   20.00
  77  -760.0000   -1784.651 0.4682   0.8029E-03  0.4565E-04  0.5152E-03  0.0000E+00      -1   0.121E-03   20.00
  78  -770.0000   -1768.316 0.4689   0.8231E-03  0.4614E-04  0.5146E-03  0.0000E+00      -1   0.121E-03   20.00
  79  -780.0000   -1752.145 0.4697   0.8431E-03  0.4663E-04  0.5133E-03  0.0000E+00      -1   0.120E-03   20.00
  80  -790.0000   -1736.136 0.4704   0.8630E-03  0.4712E-04  0.5115E-03  0.0000E+00      -1   0.120E-03   20.00
  81  -800.0000   -1720.287 0.4712   0.8826E-03  0.4760E-04  0.5091E-03  0.0000E+00      -1   0.120E-03   20.00
  82  -810.0000   -1704.597 0.4719   0.9020E-03  0.4807E-04  0.5061E-03  0.0000E+00      -1   0.119E-03   20.00
  83  -820.0000   -1689.063 0.4727   0.9213E-03  0.4854E-04  0.5026E-03  0.0000E+00      -1   0.118E-03   20.00
  84  -830.0000   -1673.683 0.4734   0.9403E-03  0.4901E-04  0.4986E-03  0.0000E+00      -1   0.117E-03   20.00
  85  -840.0000   -1658.456 0.4741   0.9592E-03  0.4947E-04  0.4940E-03  0.0000E+00      -1   0.116E-03   20.00
  86  -850.0000   -1643.379 0.4748   0.9778E-03  0.4993E-04  0.4890E-03  0.0000E+00      -1   0.115E-03   20.00
  87  -860.0000   -1628.452 0.4755   0.9963E-03  0.5038E-04  0.4836E-03  0.0000E+00      -1   0.114E-03   20.00
  88  -870.0000   -1613.670 0.4762   0.1015E-02  0.5082E-04  0.4777E-03  0.0000E+00      -1   0.112E-03   20.00
  89  -880.0000   -1599.034 0.4769   0.1033E-02  0.5127E-04  0.4713E-03  0.0000E+00      -1   0.111E-03   20.00
  90  -890.0000   -1584.542 0.4776   0.1051E-02  0.5171E-04  0.4645E-03  0.0000E+00      -1   0.109E-03   20.00
  91  -900.0000   -1570.191 0.4783   0.1068E-02  0.5214E-04  0.4573E-03  0.0000E+00      -1   0.107E-03   20.00
  92  -910.0000   -1555.980 0.4789   0.1086E-02  0.5257E-04  0.4498E-03  0.0000E+00      -1   0.106E-03   20.00
  93  -920.0000   -1541.907 0.4796   0.1103E-02  0.5300E-04  0.4418E-03  0.0000E+00      -1   0.104E-03   20.00
  94  -930.0000   -1527.970 0.4803   0.1121E-02  0.5342E-04  0.4344E-03  0.0000E+00      -1   0.102E-03   20.00
  95  -940.0000   -1514.169 0.4810   0.1146E-02  0.5393E-04  0.4290E-03  0.0000E+00      -1   0.101E-03   20.00
  96  -950.0000   -1500.501 0.4818   0.1183E-02  0.5457E-04  0.4260E-03  0.0000E+00      -1   0.100E-03   20.00
  97  -960.0000   -1486.965 0.4826   0.1219E-02  0.5520E-04  0.4231E-03  0.0000E+00      -1   0.993E-04   20.00
  98  -970.0000   -1473.559 0.4835   0.1255E-02  0.5583E-04  0.4194E-03  0.0000E+00      -1   0.985E-04   20.00
  99  -980.0000   -1460.281 0.4843   0.1291E-02  0.5645E-04  0.4149E-03  0.0000E+00      -1   0.974E-04   20.00
 100  -990.0000   -1447.130 0.4851   0.1327E-02  0.5707E-04  0.4095E-03  0.0000E+00      -1   0.961E-04   20.00
 101 -1000.0000   -1434.105 0.4858   0.1362E-02  0.5768E-04  0.4066E-03  0.0000E+00      -1   0.954E-04   20.00
end


 Time:       10.0010


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -8615.412 0.3956   0.1206E-04  0.7184E-05 -0.2897E+00  0.0000E+00      -1  -0.680E-01   20.00
   2   -10.0000   -8623.745 0.3955   0.1203E-04  0.7176E-05 -0.1706E-04  0.0000E+00      -1  -0.400E-05   20.00
   3   -20.0000   -8623.745 0.3955   0.1203E-04  0.7176E-05 -0.1203E-04  0.0000E+00      -1  -0.282E-05   20.00
   4   -30.0000   -8623.745 0.3955   0.1203E-04  0.7176E-05 -0.1203E-04  0.0000E+00      -1  -0.282E-05   20.00
   5   -40.0000   -8623.745 0.3955   0.1203E-04  0.7176E-05 -0.1190E-04  0.0000E+00      -1  -0.279E-05   20.00
   6   -50.0000   -8623.519 0.3955   0.1203E-04  0.7176E-05  0.7792E-02  0.0000E+00      -1   0.183E-02   20.00
   7   -60.0000   -4699.083 0.3953   0.6765E-04  0.1476E-04  0.7765E-02  0.0000E+00      -1   0.182E-02   20.00
   8   -70.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6733E-04  0.0000E+00      -1  -0.158E-04   20.00
   9   -80.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  10   -90.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  11  -100.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  12  -110.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  13  -120.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  14  -130.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  15  -140.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  16  -150.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  17  -160.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  18  -170.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  19  -180.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6766E-04  0.0000E+00      -1  -0.159E-04   20.00
  20  -190.0000   -4698.986 0.3953   0.6766E-04  0.1476E-04 -0.6759E-04  0.0000E+00      -1  -0.159E-04   20.00
  21  -200.0000   -4698.968 0.3953   0.6766E-04  0.1476E-04  0.1647E-02  0.0000E+00      -1   0.387E-03   20.00
  22  -210.0000   -4259.911 0.4024   0.8903E-04  0.1672E-04  0.3557E-02  0.0000E+00      -1   0.835E-03   20.00
  23  -220.0000   -3869.189 0.4086   0.1081E-03  0.1847E-04  0.4025E-02  0.0000E+00      -1   0.945E-03   20.00
  24  -230.0000   -3520.496 0.4160   0.1457E-03  0.2099E-04  0.4611E-02  0.0000E+00      -1   0.108E-02   20.00
  25  -240.0000   -3208.467 0.4226   0.1803E-03  0.2329E-04  0.5224E-02  0.0000E+00      -1   0.123E-02   20.00
  26  -250.0000   -2928.507 0.4294   0.2289E-03  0.2592E-04  0.5911E-02  0.0000E+00      -1   0.139E-02   20.00
  27  -260.0000   -2676.688 0.4364   0.2920E-03  0.2893E-04  0.6627E-02  0.0000E+00      -1   0.156E-02   20.00
  28  -270.0000   -2449.630 0.4427   0.3489E-03  0.3164E-04  0.7400E-02  0.0000E+00      -1   0.174E-02   20.00
  29  -280.0000   -2244.415 0.4500   0.4548E-03  0.3536E-04  0.8380E-02  0.0000E+00      -1   0.197E-02   20.00
  30  -290.0000   -2058.526 0.4567   0.5590E-03  0.3892E-04  0.9347E-02  0.0000E+00      -1   0.219E-02   20.00
  31  -300.0000   -1889.769 0.4632   0.6727E-03  0.4247E-04  0.1040E-01  0.0000E+00      -1   0.244E-02   20.00
  32  -310.0000   -1736.241 0.4704   0.8628E-03  0.4712E-04  0.1168E-01  0.0000E+00      -1   0.274E-02   20.00
  33  -320.0000   -1596.279 0.4770   0.1036E-02  0.5135E-04  0.1296E-01  0.0000E+00      -1   0.304E-02   20.00
  34  -330.0000   -1468.427 0.4838   0.1269E-02  0.5607E-04  0.1443E-01  0.0000E+00      -1   0.339E-02   20.00
  35  -340.0000   -1351.408 0.4908   0.1584E-02  0.6155E-04  0.1605E-01  0.0000E+00      -1   0.377E-02   20.00
  36  -350.0000   -1244.100 0.4973   0.1873E-02  0.6657E-04  0.1769E-01  0.0000E+00      -1   0.415E-02   20.00
  37  -360.0000   -1145.511 0.5043   0.2318E-02  0.7259E-04  0.1969E-01  0.0000E+00      -1   0.462E-02   20.00
  38  -370.0000   -1054.766 0.5112   0.2838E-02  0.7899E-04  0.2175E-01  0.0000E+00      -1   0.510E-02   20.00
  39  -380.0000    -971.085 0.5176   0.3318E-02  0.8489E-04  0.2388E-01  0.0000E+00      -1   0.561E-02   20.00
  40  -390.0000    -893.786 0.5247   0.4136E-02  0.9232E-04  0.2656E-01  0.0000E+00      -1   0.624E-02   20.00
  41  -400.0000    -822.297 0.5316   0.4987E-02  0.9968E-04  0.7027E-02  0.0000E+00      -1   0.165E-02   20.00
  42  -410.0000    -840.997 0.5298   0.4765E-02  0.9776E-04 -0.1377E-01  0.0000E+00      -1  -0.323E-02   20.00
  43  -420.0000    -860.140 0.5279   0.4537E-02  0.9579E-04 -0.1330E-01  0.0000E+00      -1  -0.312E-02   20.00
  44  -430.0000    -879.673 0.5261   0.4304E-02  0.9377E-04 -0.1279E-01  0.0000E+00      -1  -0.300E-02   20.00
  45  -440.0000    -899.616 0.5242   0.4067E-02  0.9172E-04 -0.1226E-01  0.0000E+00      -1  -0.288E-02   20.00
  46  -450.0000    -919.993 0.5222   0.3824E-02  0.8962E-04 -0.1169E-01  0.0000E+00      -1  -0.274E-02   20.00
  47  -460.0000    -940.790 0.5202   0.3576E-02  0.8748E-04 -0.1112E-01  0.0000E+00      -1  -0.261E-02   20.00
  48  -470.0000    -962.034 0.5183   0.3369E-02  0.8553E-04 -0.1067E-01  0.0000E+00      -1  -0.250E-02   20.00
  49  -480.0000    -983.735 0.5167   0.3245E-02  0.8400E-04 -0.1036E-01  0.0000E+00      -1  -0.243E-02   20.00
  50  -490.0000   -1005.919 0.5150   0.3118E-02  0.8244E-04 -0.1010E-01  0.0000E+00      -1  -0.237E-02   20.00
  51  -500.0000   -1028.574 0.5132   0.2988E-02  0.8084E-04 -0.9828E-02  0.0000E+00      -1  -0.231E-02   20.00
  52  -510.0000   -1051.725 0.5115   0.2855E-02  0.7920E-04 -0.9535E-02  0.0000E+00      -1  -0.224E-02   20.00
  53  -520.0000   -1075.388 0.5096   0.2720E-02  0.7753E-04 -0.9224E-02  0.0000E+00      -1  -0.217E-02   20.00
  54  -530.0000   -1099.590 0.5078   0.2581E-02  0.7583E-04 -0.8891E-02  0.0000E+00      -1  -0.209E-02   20.00
  55  -540.0000   -1124.319 0.5059   0.2439E-02  0.7408E-04 -0.8534E-02  0.0000E+00      -1  -0.200E-02   20.00
  56  -550.0000   -1149.605 0.5039   0.2294E-02  0.7230E-04 -0.8158E-02  0.0000E+00      -1  -0.191E-02   20.00
  57  -560.0000   -1175.476 0.5020   0.2146E-02  0.7047E-04 -0.7754E-02  0.0000E+00      -1  -0.182E-02   20.00
  58  -570.0000   -1201.920 0.4999   0.1994E-02  0.6861E-04 -0.7392E-02  0.0000E+00      -1  -0.174E-02   20.00
  59  -580.0000   -1228.971 0.4983   0.1914E-02  0.6728E-04 -0.7155E-02  0.0000E+00      -1  -0.168E-02   20.00
  60  -590.0000   -1256.644 0.4966   0.1839E-02  0.6598E-04 -0.6987E-02  0.0000E+00      -1  -0.164E-02   20.00
  61  -600.0000   -1284.974 0.4949   0.1763E-02  0.6466E-04 -0.6812E-02  0.0000E+00      -1  -0.160E-02   20.00
  62  -610.0000   -1313.948 0.4931   0.1685E-02  0.6330E-04 -0.6621E-02  0.0000E+00      -1  -0.155E-02   20.00
  63  -620.0000   -1343.601 0.4913   0.1605E-02  0.6191E-04 -0.6419E-02  0.0000E+00      -1  -0.151E-02   20.00
  64  -630.0000   -1373.970 0.4895   0.1524E-02  0.6049E-04 -0.6201E-02  0.0000E+00      -1  -0.146E-02   20.00
  65  -640.0000   -1405.043 0.4876   0.1440E-02  0.5904E-04 -0.5964E-02  0.0000E+00      -1  -0.140E-02   20.00
  66  -650.0000   -1436.858 0.4857   0.1354E-02  0.5755E-04 -0.5711E-02  0.0000E+00      -1  -0.134E-02   20.00
  67  -660.0000   -1469.436 0.4837   0.1267E-02  0.5602E-04 -0.5440E-02  0.0000E+00      -1  -0.128E-02   20.00
  68  -670.0000   -1502.818 0.4817   0.1177E-02  0.5446E-04 -0.5175E-02  0.0000E+00      -1  -0.121E-02   20.00
  69  -680.0000   -1536.994 0.4798   0.1110E-02  0.5314E-04 -0.4973E-02  0.0000E+00      -1  -0.117E-02   20.00
  70  -690.0000   -1572.006 0.4782   0.1066E-02  0.5208E-04 -0.4844E-02  0.0000E+00      -1  -0.114E-02   20.00
  71  -700.0000   -1607.897 0.4765   0.1022E-02  0.5100E-04 -0.4731E-02  0.0000E+00      -1  -0.111E-02   20.00
  72  -710.0000   -1644.657 0.4748   0.9762E-03  0.4989E-04 -0.4607E-02  0.0000E+00      -1  -0.108E-02   20.00
  73  -720.0000   -1682.331 0.4730   0.9296E-03  0.4875E-04 -0.4473E-02  0.0000E+00      -1  -0.105E-02   20.00
  74  -730.0000   -1720.947 0.4712   0.8818E-03  0.4758E-04 -0.4328E-02  0.0000E+00      -1  -0.102E-02   20.00
  75  -740.0000   -1760.560 0.4693   0.8327E-03  0.4638E-04 -0.4169E-02  0.0000E+00      -1  -0.979E-03   20.00
  76  -750.0000   -1801.142 0.4674   0.7825E-03  0.4515E-04 -0.1785E-02  0.0000E+00      -1  -0.419E-03   20.00
  77  -760.0000   -1784.651 0.4682   0.8029E-03  0.4565E-04  0.5148E-03  0.0000E+00      -1   0.121E-03   20.00
  78  -770.0000   -1768.316 0.4689   0.8231E-03  0.4614E-04  0.5146E-03  0.0000E+00      -1   0.121E-03   20.00
  79  -780.0000   -1752.145 0.4697   0.8431E-03  0.4663E-04  0.5133E-03  0.0000E+00      -1   0.120E-03   20.00
  80  -790.0000   -1736.136 0.4704   0.8630E-03  0.4712E-04  0.5115E-03  0.0000E+00      -1   0.120E-03   20.00
  81  -800.0000   -1720.287 0.4712   0.8826E-03  0.4760E-04  0.5091E-03  0.0000E+00      -1   0.120E-03   20.00
  82  -810.0000   -1704.597 0.4719   0.9020E-03  0.4807E-04  0.5061E-03  0.0000E+00      -1   0.119E-03   20.00
  83  -820.0000   -1689.063 0.4727   0.9213E-03  0.4854E-04  0.5026E-03  0.0000E+00      -1   0.118E-03   20.00
  84  -830.0000   -1673.683 0.4734   0.9403E-03  0.4901E-04  0.4986E-03  0.0000E+00      -1   0.117E-03   20.00
  85  -840.0000   -1658.456 0.4741   0.9592E-03  0.4947E-04  0.4940E-03  0.0000E+00      -1   0.116E-03   20.00
  86  -850.0000   -1643.379 0.4748   0.9778E-03  0.4993E-04  0.4890E-03  0.0000E+00      -1   0.115E-03   20.00
  87  -860.0000   -1628.452 0.4755   0.9963E-03  0.5038E-04  0.4836E-03  0.0000E+00      -1   0.114E-03   20.00
  88  -870.0000   -1613.670 0.4762   0.1015E-02  0.5082E-04  0.4777E-03  0.0000E+00      -1   0.112E-03   20.00
  89  -880.0000   -1599.034 0.4769   0.1033E-02  0.5127E-04  0.4713E-03  0.0000E+00      -1   0.111E-03   20.00
  90  -890.0000   -1584.542 0.4776   0.1051E-02  0.5171E-04  0.4645E-03  0.0000E+00      -1   0.109E-03   20.00
  91  -900.0000   -1570.191 0.4783   0.1068E-02  0.5214E-04  0.4573E-03  0.0000E+00      -1   0.107E-03   20.00
  92  -910.0000   -1555.980 0.4789   0.1086E-02  0.5257E-04  0.4498E-03  0.0000E+00      -1   0.106E-03   20.00
  93  -920.0000   -1541.907 0.4796   0.1103E-02  0.5300E-04  0.4418E-03  0.0000E+00      -1   0.104E-03   20.00
  94  -930.0000   -1527.970 0.4803   0.1121E-02  0.5342E-04  0.4344E-03  0.0000E+00      -1   0.102E-03   20.00
  95  -940.0000   -1514.169 0.4810   0.1146E-02  0.5393E-04  0.4290E-03  0.0000E+00      -1   0.101E-03   20.00
  96  -950.0000   -1500.501 0.4818   0.1183E-02  0.5457E-04  0.4260E-03  0.0000E+00      -1   0.100E-03   20.00
  97  -960.0000   -1486.965 0.4826   0.1219E-02  0.5520E-04  0.4231E-03  0.0000E+00      -1   0.993E-04   20.00
  98  -970.0000   -1473.559 0.4835   0.1255E-02  0.5583E-04  0.4194E-03  0.0000E+00      -1   0.985E-04   20.00
  99  -980.0000   -1460.281 0.4843   0.1291E-02  0.5645E-04  0.4149E-03  0.0000E+00      -1   0.974E-04   20.00
 100  -990.0000   -1447.130 0.4851   0.1327E-02  0.5707E-04  0.4091E-03  0.0000E+00      -1   0.960E-04   20.00
 101 -1000.0000   -1434.111 0.4858   0.1362E-02  0.5768E-04  0.4057E-03  0.0000E+00      -1   0.952E-04   20.00
end


 Time:       20.0000


